session_id:token	item_id_list:token_seq	item_id:token
10049	32017 56474	35058
10050	6364 10562	47963
10051	40935	33430
10052	13298 4966	3436
10053	53933 29831 49301	14534
10054	12282 36008	15016
10055	6179 1394	8533
10056	38289	52093
10057	33392	51917
10058	21311	51896
10059	12331 18446	10173
10060	53972	7197
10061	7876 15173	14243
10062	1467 52097 34154 4415 38168 27168 492	10874
10063	23467	5669
10064	29441 32531 45605	37728
10065	24013	4403
10066	1194	56652
10067	38704 37750 21883	47965
10068	10412	14399
10069	38041	32975
10070	51457	47589
10071	4032	31866
10072	46197 11026	30111
10073	44375 20820 29633	31506
10074	17986	14903
10075	3486	24572
10076	29984	51589
10077	28288 43050 6966	53239
10078	52062 17387 10616 19996 33796 40778 38588 40439 39736	19428
10079	54535	37113
10080	7263	23290
10081	9550	38495
10082	27551 23827 44097	45959
10083	45914 52685	49123
10084	38360	30637
10085	6544 16504 3918	26985
10086	25569 36315	8281
10087	52465	55751
10088	639	19932
10089	54644	54537
10090	5634 5204 29567 65 13543	5174
10091	12839 45171 7217	9092
10092	19380 41456 6041 54806 24900 51467 34724 34893 6466	52350
10093	56577	37642
10094	50030 33983 16420	33691
10095	31049	53933
10096	53972 15309	13470
10097	50053	16811
10098	13579 10938 56088 15049 27570	48049
10099	27985	35651
10100	18874 45403 16068	35663
10101	43162 28027	43322
10102	33839 42409 3575 32034 46113 36813 16578	5450
10103	13134 20856 51570	22788
10104	11584 44245 8260 32832	47568
10105	9111 11655	34115
10106	18761	14762
10107	34170	2490
10108	25034 14670	4762
10109	15080 22050	22043
10110	16113	24235
10111	23627 3996 6577	49530
10112	3012 7759 47024 6220 52026 37951 26677 53054 44736 36144	14477
10113	56843	12290
10114	23267 30182 36573 52590	21572
10115	51461	15373
10116	21680 16054 42565	32125
10117	46876	52350
10118	56451 46637 4478	45318
10119	4001 56021	4296
10120	20958 44327 3206 8246 12039 12394 34828	39347
10121	41299 21476	53304
10122	27642	1837
10123	33668	10861
10124	22200 43796	51407
10125	34107	46559
10126	48603 3164 48340 50408 40706 5970 51010 7403	17120
10127	19770 30304 51398 28288 9030 56554	34566
10128	44992 53550 53857 51712	14886
10129	28373	13775
10130	44969	15165
10131	10756 40425	44401
10132	21153	14250
10133	10293	37724
10134	11491	14375
10135	46908 48048 5169 55752 51283 46167 5810 19260 38219 29689 55111 28456	36797
10136	38630 53278	34390
10137	23158	11728
10138	41692	4302
10139	50859 30589 14624 45649 15821	53095
10140	21529 41623 40976 31382 43384 49160 49491 45983	42175
10141	54140 5377 32531 42519	36891
10142	34657	27040
10143	54992	4973
10144	4473	39288
10145	1539	48045
10146	56819	56794
10147	6286	25024
10148	22971	15948
10149	36667 36677 23584	41692
10150	13862	14257
10151	44443	935
10152	49421 15439	27927
10153	33281	50707
10154	26010	51822
10155	53972 1233 41323 43676 51939 9443 26457	13559
10156	54389	15742
10157	14000 26241	36801
10158	5189	38959
10159	25599	9062
10160	6549 26364	2424
10161	24705 5886	27533
10162	43595	32570
10163	12030 50982	46586
10164	20260	39147
10165	40937 1052 24728 15806	48730
10166	42198	14040
10167	54019 27055	7409
10168	22519 29988	50125
10169	45416 43605	876
10170	46355 28879 40793 24355 44234	43980
10171	54007 9422	27140
10172	33929 56533 12643 39318 281	22161
10173	11758	36299
10174	1038	1809
10175	47454 6556	6768
10176	56617	49618
10177	28288 29548	25757
10178	5058 43358 40546 32126 56078 44639 32200 30324 25407 53697	46580
10179	38180 12125	16875
10180	47601	30127
10181	30663 34107 53468	29627
10182	31075	25541
10183	40658	49620
10184	10530	4459
10185	4443	27141
10186	6179	55617
10187	48127 18691 12394	49377
10188	36032	44114
10189	1837 16076	27909
10190	30234 53857	24715
10191	36894	18110
10192	44064 34910	10588
10193	17474	29027
10194	8421	53333
10195	40198 1364 51258	54707
10196	54231	34755
10197	13486	4223
10198	6980 45900 12089	35895
10199	13339 14853	47783
10200	41094 3016	17978
10201	5199	18187
10202	7234 40459	48604
10203	946 55361	13023
10204	8661	7701
10205	39627 6082 52745 52509 55159 22040	12568
10206	247 19563 16504	54992
10207	50045	52075
10208	37642 11962	50297
10209	23318 40624	7854
10210	50411	2423
10211	50994 25743 8998 15742 49253 55977	6249
10212	49712	34368
10213	34484	19209
10214	39518	10492
10215	9459 5925 36004 47327 43735 16334 20917 10261 32479 14149	24002
10216	42187	44748
10217	21010 4449	36511
10218	1446	15821
10219	53400	21729
10220	32977 299	33593
10221	41181 31980 49810	7208
10222	21569 9056 55201 28694	28999
10223	11873 34377 6931	7208
10224	1112 18967	30828
10225	38961 3368	50816
10226	28662 16536 53136 44200	18197
10227	41667	52528
10228	44983 30994	29124
10229	6275 10789 19383 37028 42691 43966 15751 14884 51778 10262 1345	55628
10230	53932 42759	39885
10231	41266	45677
10232	47132 14744	7536
10233	19177	21680
10234	32468	17851
10235	13559 15165 37230	40203
10236	37085	41391
10237	46692 51572	20052
10238	21531	12622
10239	55156 44001	28394
10240	42369	53447
10241	35701	18517
10242	55884	980
10243	40830	3029
10244	52972 44114	32591
10245	36929 38627 6753	43852
10246	43360	4986
10247	865 11101 52102	46038
10248	21403 33451 42825	210
10249	56577	1657
10250	42553 42609 23922	55376
10251	38732	23841
10252	43587 18734 25345	15767
10253	33699 1078 24604 42507	25246
10254	46313 41456 20002 38500 46559	51896
10255	30060	1083
10256	41488	31799
10257	46559	45899
10258	16467	49573
10259	12980 6179 7292	41443
10260	14654 28710	31054
10261	19454 9935	13992
10262	43109 16553	27764
10263	49281 3494	15781
10264	19764 16504	53343
10265	14913	35246
10266	949	42921
10267	307 7437 35663 53704 54389	41456
10268	32081 34395	8640
10269	1233 23808 15634 50414 28045 23029 46870 8792 15482 30486 41598 11345 9587 31537 31117 53364 48139 38312	33989
10270	42268	11341
10271	5215	28559
10272	46781	48156
10273	37742 31275 12281 32450 51274 23112 45172	20915
10274	2430 31959 53570 3092	8188
10275	47787 8186 30305 17851	323
10276	25445	39953
10277	52817 25224 19981 20348 15225 32919 30739 28592 10946 9195 3059	13295
10278	189	29574
10279	35955 29870 27682	17775
10280	3059	22388
10281	53739	12803
10282	48327 36513	54176
10283	34747	34699
10284	36458	24135
10285	29826 53472 26588	43336
10286	7038	24769
10287	25088 38058	29988
10288	6591 20493 51133 38292	39545
10289	6265 3465 23808 26527 11060 244 29170 28118 16061	55264
10290	30260	36468
10291	8815 26393 16252 6636	30929
10292	6883 38605	26923
10293	50013 18068	11510
10294	13318 8570 25052 28019 43706 22228	55331
10295	27653	30951
10296	2355	38658
10297	49989	22515
10298	33534	28792
10299	11740	12481
10300	46293 4433 33510 5967	16711
10301	55113 51916	23864
10302	50614	22525
10303	33763 21655	43845
10304	8758	21695
10305	55328	52145
10306	27975 10063	40689
10307	50958	41170
10308	166	28484
10309	12094	20198
10310	52182	18640
10311	12127 25154 45324 21319	36491
10312	22550	37642
10313	2620 46432	15387
10314	13506	53428
10315	26452 29377 39699	5869
10316	4813 24968 12428	43241
10317	5597 54749	54487
10318	51602 20786	11987
10319	46319 35455 36974 24846 19308 55693	7981
10320	19849	9102
10321	13008 44972	48905
10322	42885 37438	6062
10323	4195	17192
10324	28500 374 6179 37642 29942 14961 1088	53216
10325	7501	20126
10326	35405	38808
10327	48730	49920
10328	2125 10261 13318 34291 29478 50787	51191
10329	6082	50354
10330	49134 8682 39556	48645
10331	35723	43283
10332	4996 31115 34789 7327	40837
10333	53863	11854
10334	1253	35651
10335	24656	8542
10336	37670	18621
10337	6231	1870
10338	19847	1582
10339	12231	14518
10340	28288 24916 891 8179 53295	53032
10341	6713 3446 45164 52458 56541	40509
10342	26180	27511
10343	6530	15848
10344	1467	6501
10345	32570 6584 36801 23633 53857 1470 48706 47652 30747	32180
10346	8186	38594
10347	35356 3465 43242 17096 12394 34561 13864 38594 5501 20687	6980
10348	19458	33608
10349	11959	16502
10350	2027 51556 6233	4723
10351	37670 50032	1712
10352	45060 42812	39634
10353	3495	51554
10354	16467 34050 25757	9054
10355	10543 12760	36190
10356	43039 32909 54092	48883
10357	6592	8605
10358	14967	43765
10359	7712 35435 52127	631
10360	48837	10946
10361	44436 6556 9080 56597 12010 33013 3627 43050	25345
10362	38655 674	46627
10363	28538	44054
10364	6864	1708
10365	27309 29146 46639 46717 16990 36554 23420 45463 4500 1080 47618 22135 11134 39427 7197 23783 6231 22940 55189 18536	52075
10366	8860	6179
10367	6491 24366	12636
10368	2300	44488
10369	41402 43270 25178	22309
10370	6286 5449 19159 3359 2045 43870 24861 48707 43178	21901
10371	31114	26527
10372	35868	22596
10373	14395 27411	12668
10374	38208 45766	24459
10375	19260	1417
10376	43422 1870	14762
10377	21882 48607	17259
10378	12331 56328 5426 29224	24119
10379	48950 11512	6286
10380	3465	19748
10381	34107 10114	29647
10382	3714 32531 45899 55392 31203 22333 1725 39341 41729 16432 9845 246 36445 45489	29548
10383	44137	49640
10384	34176 41429 48088 14015 12296 2134 31376 39699 21722 6915 28850 10682	23422
10385	7791	19958
10386	54225	6179
10387	16299	17162
10388	3808	54297
10389	43807	47922
10390	18714	35864
10391	4143 40887	36669
10392	32673 28244	55485
10393	47413	47529
10394	38230	44462
10395	33907 46139 7219 35950 46876	17317
10396	42272 32220 3661	16349
10397	16744	37556
10398	1022	10770
10399	14968 23864 43628 13693	31179
10400	36679	10241
10401	15378	2196
10402	9586 39974 10801 4097	56454
10403	23661 3652 44032 700 27384 42787 8317 46010 52486	43050
10404	40994	47741
10405	4085	15602
10406	52145 18149	16682
10407	2108 26547	12388
10408	17888	50166
10409	34669	48380
10410	46603	34498
10411	7401 26164	43070
10412	45770	30502
10413	10248	17156
10414	24931	48127
10415	35950	50778
10416	51830	27526
10417	21729	24793
10418	1532	6181
10419	53313	13283
10420	17924 41082 12015	38469
10421	46469 23364 19083 46559	4712
10422	36708	24078
10423	28871 11147 15217	10206
10424	7016	19698
10425	35088 47194 46275	3335
10426	14919 46749 12429 49901 56617	32103
10427	49778 6179 26646 3842 56965	34310
10428	147	21319
10429	10314 28628	40319
10430	53781 44091	27805
10431	4296 48313	1077
10432	34345 45590 33752 39213 44515 46695 34669 13497 49942 45318	28465
10433	9054	11135
10434	39230	18581
10435	11131	24113
10436	25907	56413
10437	23948	53391
10438	47203 51583 25960	3808
10439	47801 42732 23048 49440 22487	3411
10440	14790	51001
10441	30667 21475	55290
10442	54656	38335
10443	7437 4588	45867
10444	34182	1982
10445	13700	33349
10446	33821 47282 9280 50294 34129	46900
10447	49797 7573 17727 25560 15276 30761 31769	32926
10448	6097	35003
10449	30995 12433	10492
10450	53933 8589 20669 10541 24777	17907
10451	50898 21254	41047
10452	10802 44335 15112 41556 47943	52415
10453	28062 15197	41676
10454	48111	16801
10455	502	264
10456	45340 37766 49178	12359
10457	42644	11157
10458	10861 43676 40818 34470 12145	5597
10459	12315	42293
10460	34939 4426 27323 9995 20698	6195
10461	55156 6179 7944 48156 30696 7187 47383 12814 22940 25224 17406 45507 49022 44 40362 12616 11098 26961 27249 23785	26981
10462	34504 3029 38685	34580
10463	16962	33865
10464	5366 7689	48733
10465	40457	13579
10466	16390	38323
10467	49203	2401
10468	51776 32173	4208
10469	13943 16747 20991 24813 7686 37126	2218
10470	37068 47672 25824	25006
10471	16535	631
10472	30171	8470
10473	55818	16838
10474	21017 2719	8727
10475	36004 41284 12470 43841 23661 40509 47529 45878 18489 33929 56544 16552 54229 41330 27760 39689 46000	55223
10476	24864 37334 50966	15265
10477	18596	42598
10478	28835 30702	10142
10479	49348 32627	56294
10480	53723	24115
10481	2355 3360 54856	1237
10482	42293 16858 38275	17690
10483	49916 8974	33383
10484	17789 24705 40061 16269	32119
10485	16384	6150
10486	48854	2747
10487	10932 37573 56302 14373	12547
10488	35440	934
10489	28238	19573
10490	30315 15289	56747
10491	2829 21729	20747
10492	54943 30473 47198 26441 13552 4473 37003 55034 41330 9780 43203 52590 44458 52567 47395 41598 16356 10042	19175
10493	14827	35798
10494	40640	16535
10495	13115	37783
10496	24968 30542	38361
10497	52347 38193	46297
10498	40510	35800
10499	20334	35017
10500	28987 23482 47202 17265 53466	55223
10501	6441	1388
10502	29494 20876 52075 3042 13342 10861	9957
10503	6179 55156	36573
10504	50303 23461	11823
10505	34741	12338
10506	32919 32531	53857
10507	53122	5171
10508	43039	37211
10509	39318	53620
10510	202 27311 4869 43402 23948 24673 47858 15961 42225	36370
10511	15080 42283	31460
10512	37028 46560	19748
10513	27006	4143
10514	16182 30035	40633
10515	25352	30697
10516	42277	46345
10517	15831 42078	50634
10518	8556 52090 20315	55156
10519	7600	53962
10520	46541	50685
10521	2475	3293
10522	44087 24330 44867 53771	54460
10523	35741 14893 17217	15803
10524	4510	28372
10525	38634	53898
10526	49901	33512
10527	24474	30890
10528	47265 14659 1507	37515
10529	25742	24728
10530	32461	40680
10531	44405 19260	31279
10532	22388	31582
10533	45687	48077
10534	7458 29813 38686 3733 3059 50380	25041
10535	8497 46435 3808	36170
10536	34669 14234 12813 28288 22784 56577	24274
10537	795	50856
10538	52451	7913
10539	33251	26933
10540	35712	31416
10541	20260	56057
10542	41254 30637 32240	25012
10543	33865	29714
10544	14988 34450	40557
10545	49604 44090 12360	22049
10546	45032	6210
10547	39396	47167
10548	24059	18815
10549	32323	43826
10550	575 47797	4906
10551	24476	25161
10552	6530	38086
10553	34313	27591
10554	33414	481
10555	448 25308	37807
10556	56060 1532 34989 20426 39467 3334 43136 46941	11020
10557	25862 614	27927
10558	33623 5608 34838 32513 7701	43180
10559	32725 41131	2923
10560	45037 4606	15699
10561	51776	53723
10562	31517 34139	18090
10563	11271	34057
10564	45060	38463
10565	43092	33770
10566	42009 29146 25104 5744 5144 11985 20084	28817
10567	54260	54120
10568	24417 1596	50702
10569	28163	4890
10570	45348 10411 4378	10254
10571	20658	23090
10572	26067 10060 24507	46669
10573	6006	14152
10574	1280 36356 36554 24931 2370 30386 31917	27011
10575	35950 42688	36032
10576	30613	25722
10577	39455	27530
10578	6179 33575	23431
10579	2471 31582 31163	26838
10580	40198	42643
10581	50772	1607
10582	2695 5347 206 29458 28639 26709 40807 47409 50856	46905
10583	1874	42926
10584	26087 39450	41296
10585	12056	29710
10586	42891 50035 53282 18665	53934
10587	55223	45899
10588	17039	14662
10589	4964	43803
10590	19422 948	54161
10591	35859 48296	10336
10592	39544 41236 51704	49526
10593	25014	19563
10594	15068	32109
10595	27187 16232 12812 46765 16077 37602 39091	18761
10596	12938	22853
10597	8395 51101	18741
10598	21369	40909
10599	37085	12428
10600	42678 20559 32206 28042 19963 46949 25134 51819	45650
10601	50974 46098 40598	53373
10602	42565 17024 30945 566 7006 18363	37515
10603	46275 43176 12261	44901
10604	21882 52588 21947 26884 8873 31612 48792 30256 40299 35679 32909	10090
10605	5906 6179 13261	39892
10606	17383 8359	52427
10607	26798 52300	38234
10608	28164	21497
10609	54737 6179	14015
10610	28334	34345
10611	27797	55436
10612	50922 30011 30214 13432	33293
10613	44076 42811 18053 2687	43250
10614	2027	14702
10615	52607	41452
10616	47198 31614	51583
10617	37474 55707 1693	39392
10618	17319	17458
10619	47533 52967 45007	12284
10620	25757 3620	23783
10621	55156 18560 6179 873 44901 28592 10946	13911
10622	36103	16060
10623	26272	52178
10624	34699 42565	40851
10625	49321 30276 29807 45909 55156	31721
10626	42811	40935
10627	50397 31389	23974
10628	54150 42622 13450	14358
10629	17075	16547
10630	16359	49992
10631	36327 5744 48471	44901
10632	45899 42565 41075 41296	41284
10633	22345 5369 34394 32293 30298 32278 38599 3591 13838 20188 26871 30811 21427 44868 32880 52045 34577 56504 50746 19235 31010 8305 29489 39341 6280 12385 25313	17738
10634	6384	35366
10635	55485 4986 21052 31563	42592
10636	36387 27372	16923
10637	28807	33390
10638	21273 37703	26612
10639	6179	28757
10640	49778	23319
10641	5478	36171
10642	13059 18250 24404	53972
10643	50893	10016
10644	3735	21830
10645	40715	25684
10646	39453	1082
10647	17986 34987 23914 50322 48575 48268 34325 23347 21691 15116 10052 21178 45117 26970 6038 10982	31725
10648	2445 6341 46095 21838 22020 44997 14178 19743 10223 7406 41350 14125	10659
10649	3486 52998	23115
10650	37111 30400	38389
10651	949	30663
10652	50974 32323 3899 53557 6980 24516 31459 46956 2150 8479 24263 21943 35769	28831
10653	4433	10090
10654	45394	33871
10655	40362 53863 3417 50285 56502 53211 37187	44933
10656	13323	53613
10657	9103 36827 29381	43997
10658	16714	23627
10659	33623 55112 19009 45066 3447	34246
10660	29542	3174
10661	26582 16985 50462	29728
10662	50974	26726
10663	43992	33576
10664	43475 47395	37003
10665	44897 11891 40373 34127 43250	30100
10666	21062	22070
10667	38083 7701	6082
10668	25726 46981	19656
10669	15387 48583	27147
10670	35401 14958 38543 35370 23880 39205 9165	50534
10671	147 56508	26886
10672	43652 3903	18595
10673	12646 47756 48081 29334 5041 19191 21990 22516 7068 46809 45592 28280 8760 52840	32018
10674	39901 31926 17180	21904
10675	38567	24060
10676	20779 22139 26612 47899 44437 17715 16878	29531
10677	15948	13222
10678	34722 1600 25154 35271	41715
10679	37421 19515 2877 3356	26005
10680	1596	9102
10681	25211	45132
10682	14206	1019
10683	43405 34742 34002 54584 22550 50035	38184
10684	38547 2176 47108 54136	37717
10685	41330	45721
10686	6799	23605
10687	19849 14814 29606	18738
10688	46464 4196	26469
10689	7423 52063	23924
10690	16948	29742
10691	24304	30030
10692	41552	19003
10693	23785 6980	37320
10694	43039	35775
10695	7948 5924	37263
10696	21775	48088
10697	13364	13579
10698	22388 15884 12394 25139	29995
10699	14121 2797 53090 23988 17345	37087
10700	32079 27924 10770 20662	16968
10701	15241 21287 41797 34119 27686	35626
10702	49870 14396 34146 3334 10484	3194
10703	43610 42735	56818
10704	33970 28545 6628 37831	56967
10705	3822 365 24019	6141
10706	2385	20025
10707	6117 34384 25507 3814 2519 7843 20558	33683
10708	42013 14253 4378 13178 25249	24705
10709	13517	12915
10710	49296 55223	17269
10711	9962 17690 7437	54883
10712	30573	26463
10713	46419	33856
10714	38483 43881	8188
10715	18137 34904 9846	18618
10716	28038	23344
10717	21968	3417
10718	18509	14423
10719	40573 26976 44481 1607 4800 25573 29451	3652
10720	41414 48607	12467
10721	41984	27711
10722	39615	29682
10723	21540 32416	43567
10724	50044 45130 16504	39715
10725	25237 15592 11173 49773	17420
10726	48882	12039
10727	7536 40579 27863 40601 1357 46130 21889 2244	4985
10728	6247	5024
10729	50036	20383
10730	51992	14827
10731	27753 18484 31114 19952 42079 4890	5335
10732	39224 15217 5535 11292 33255	18337
10733	20215 53466 49771	24793
10734	24854	10220
10735	47829 17497	31094
10736	54108 43303 19860 11379 55049 30330 53934 25483	6611
10737	6647 19214 21319 34699 2117 3899 40909 37684 42817 45022 16946 51558 46552 20884 19412 35820 4026 47765 42251	45318
10738	6141	43945
10739	12105 17014	50883
10740	45198 51870	13886
10741	5597 36032	23756
10742	39276 8298	25022
10743	21015 51412 42528	6617
10744	52743 23029	8871
10745	30861 25566	21718
10746	37601	25265
10747	4143 1608 49270 15516 34254 7721	10318
10748	26253	16849
10749	35603	10760
10750	20227 990 55446	50769
10751	9815 34252 47263 35238 38409 12035 3434 52282 48215 3029 51916 22689 44021 51543 7120 4875 50940 39915	1523
10752	22973	15012
10753	47826 32126 40160	52142
10754	38886	31198
10755	44901	41384
10756	33711	28846
10757	55034 25985 21067 30897 4415 14259 29395 49767 54295 39566 46577 44700 41365 42132 21036 39467 39402 25067	16517
10758	25553 47316	10276
10759	19785	55742
10760	9209	47455
10761	28079 1546 18786 27760	25106
10762	46188	32788
10763	48170	6661
10764	46275 4313 27149 34777 31613	19062
10765	1861 21680	43050
10766	3086 5366 25551 21319 28442 34156 9389 48920 41525 43690 40610 38276 41013 20704 22852 16701 27927 36237 15717 25358 5009	42849
10767	36848	18761
10768	27308	5019
10769	20750 21932	53468
10770	55257	15297
10771	16332 13381 32032 41598 16759 2501 18244	42624
10772	15906	38780
10773	25285	37737
10774	7537	17383
10775	50580	29813
10776	49778 12569 48992 6713 17213	32531
10777	12331 3808 2048	23935
10778	20579	45952
10779	19040 42783 12795	6667
10780	38816	12550
10781	41149	44339
10782	48156 16967 1537	41845
10783	30399	24114
10784	51087	1148
10785	16005 10133 14625 56925	7282
10786	1604 27334	49195
10787	10855	10153
10788	54976 30308	20175
10789	208 45767 22135 41296 49058 41268 53819	41631
10790	38366	14977
10791	40770	18691
10792	11547	13865
10793	38084	28996
10794	7752 53863 41439 41642 13579 52567 1262 42565	38614
10795	43307	39989
10796	6286 56052 46760 55778	11054
10797	29518 40358 38702 5329 44890 50964	22604
10798	13835	55654
10799	18244 43326	39767
10800	21685	24213
10801	34699	3571
10802	40660 1214 35240 56337	52486
10803	25187 5917	15634
10804	49228 34806 38960	52580
10805	4869	8470
10806	18337	17383
10807	30682	31203
10808	19040 56922 46802 53833 21932 55190 35492 31401 21714 29145	23052
10809	27070	12839
10810	23606 42926 5030 39556 49708 47413 16149 17812 19351	44687
10811	26704 39279 21153 40909 25169 51553 52697 52018 56222 27013 53518 9815 31464	8022
10812	46803	12248
10813	41572 36554	23112
10814	5744 52052	29161
10815	8358 7509	45859
10816	13839 10855	41456
10817	51180	56096
10818	26767	22249
10819	9932	35455
10820	3321	10446
10821	40770 7691 31654 51709 925 13685	42064
10822	51552	48369
10823	29393 7838	35227
10824	15085	25225
10825	19816 32121 50816 35379	31223
10826	15165 6530	31993
10827	28927	29271
10828	50978	25511
10829	1596 32513 25560	38014
10830	40121	53029
10831	44048 53810	54255
10832	8490	18001
10833	34588	23800
10834	40770 26367 39794	2085
10835	31917	41192
10836	9932 48196	7131
10837	3486	40571
10838	30008 44743 49752 48156	33623
10839	38758	3679
10840	53602	41053
10841	24134	17127
10842	9550	40827
10843	36554	55938
10844	6980	24954
10845	37691	19573
10846	37124	47099
10847	55425	48919
10848	33451 3217 8161 55458 45205	27701
10849	9102	40838
10850	31127 4232	20148
10851	29907	37505
10852	23029	53853
10853	29431	55546
10854	23351	47652
10855	37106	34585
10856	15531	46495
10857	24931	32806
10858	33476	29813
10859	55376	32808
10860	55156 31709 34447 20483 284 13985 15699 10284 24516 4071 8421 33096 42628 39591 16861 4037 10946	54173
10861	6179	12394
10862	46871	32681
10863	1620 15171 46152 11420	3123
10864	29973	11296
10865	29111	46361
10866	54253	17140
10867	7441	40582
10868	46980	28170
10869	17345	27212
10870	8719 3303 50747 34672 11243 5818	44976
10871	23785 49334 9280	9331
10872	13920 26547	22148
10873	25276 38996 16035 17152 47659 19714	13381
10874	31249	6980
10875	51839	45906
10876	47494 40090 52397 18219	22525
10877	11560 12359 21129 24690 42487 30147	56411
10878	12760	55294
10879	39341	40994
10880	23447	52633
10881	25974 8677 16991 44722	7983
10882	38148	54138
10883	52494	4378
10884	18337	56391
10885	17383 8823	17387
10886	49778	30915
10887	3536	6118
10888	20272 12025 43595 53557	11276
10889	8441 2902 5410 42409 33842 32685 21956 49778 35373 8421 35880	14091
10890	43274	32528
10891	38038	52952
10892	49160 30782 50234	2275
10893	43419	12628
10894	2404 33845 41675	29260
10895	35344	4937
10896	47761 4426 29126 20260	30124
10897	40710	7250
10898	26033 22582 32331 33440	34002
10899	41667	6270
10900	39467 56389 29451 48081 17634 3051 51212 25757 10239 5732 16861 20856 36032 28465 8189 37642 15531 998	56907
10901	46605 38014 21316	27130
10902	25326	33623
10903	38042 21580	7201
10904	15328 21101	17785
10905	25757 28382	18027
10906	8461	3674
10907	33430 3239	28851
10908	39247	26970
10909	27411 24836 9300 13526 52189 37905	28180
10910	37717	9628
10911	15658 56020	9631
10912	19851 23241	34821
10913	41686 6940 3980 2123 30732	15945
10914	45752	20876
10915	20563	17712
10916	12527	11012
10917	51690	3982
10918	5637 13920 30708 37033 38389 7553 29570 21083	3221
10919	39145 17858	50019
10920	39168 5144 18369 4495 38776 11794	38338
10921	34708 34813	48689
10922	31709 26317 28288 21680 10297	52911
10923	12359 27097 17727 54092 19784	25536
10924	40059	45372
10925	2173 34879	14420
10926	25159	1432
10927	37642 41445	40706
10928	56266 36356 30169 41162 7218 44767	43021
10929	54316 52102 19784 6682 27233 28500 20641	53744
10930	13537 1559 15026	15833
10931	12852	16846
10932	13261 6596 37642	22550
10933	16879 7378	39775
10934	18566	3808
10935	47299	1871
10936	30824 15631 30220 16152	28480
10937	8792 49348 31261 51429	31887
10938	43358 21228 3947 20791 34384 22285	32223
10939	36751	33039
10940	52316 26067 4491 37812	12156
10941	43622	5597
10942	48396	19861
10943	50741 46073 13120	9539
10944	23627	36662
10945	48817 53026	14137
10946	52335 14533	5537
10947	49977	23018
10948	34940	49155
10949	8904 33647	343
10950	33120	12616
10951	36543 6980 44505	30476
10952	37655 27797 7672	30006
10953	24553	50830
10954	29451 36032	48604
10955	32666 21427 22626	32800
10956	54994 5173	21840
10957	19009	52724
10958	30755 13372 13870 1178 24443 34123 24078 990 25576	24798
10959	593 51283	36793
10960	40246 7807 18178 38740	31429
10961	1233 9660	53972
10962	26704 44991	51594
10963	49458 4556 28946 37502 41192 30909	20273
10964	21581 51815 30346 35691 31892 20009 54573 24218 7993 37619 17478	5552
10965	49639	46392
10966	19463 42054 3030 15531 43473 925 18691 45605 53972 14662 48780 24215 48366 10520 49051 45899	50916
10967	55751 47547	45926
10968	20705 3571 27677 17992 3003 41787 1761	10221
10969	27011	687
10970	18244 48156 41080 31376 51583 55321 6179 6980	31599
10971	48024	17253
10972	9540	23816
10973	5757	27626
10974	8815 22413 29380	31165
10975	19055 4251 49368 39325	32377
10976	9539 28421 13921 31582	7129
10977	26249	25530
10978	28118 4140	50390
10979	47085	52629
10980	32500	39816
10981	14728	7378
10982	32634	6905
10983	39783	44182
10984	54305 28564	38455
10985	6179 53963	32292
10986	25677 17888 4808 18144	22104
10987	31524	6628
10988	53933 18452 5377 37066 47828 42118	39885
10989	40971	54327
10990	3689 1052 37670 5079 40579 33448	4124
10991	30801 9237 36759	42106
10992	46715 1227 11542 22070 6364 16557	10859
10993	22156	11994
10994	25393 32878 3511 2624	53654
10995	17734	37789
10996	35846	55594
10997	4910 34838	48925
10998	26074 16608 34699 45899	29894
10999	22540 26447 25919 47455 20879 27927 14012	51212
11000	32458	36954
11001	48263	15929
11002	7671 13836	9728
11003	30367 37382	37122
11004	24529	15759
11005	22413	47901
11006	41903	21093
11007	44890 35369 38038	17383
11008	11425 1129 22022	46348
11009	54798	35263
11010	35909	33383
11011	14980	25395
11012	17990	16861
11013	25560 24805 25335	53050
11014	17368	11495
11015	35344 38038 2814 8126	7983
11016	54806 37766 14967 13617	25560
11017	53742 27927 56575	27006
11018	52547	17378
11019	34342 6299	1385
11020	53870	36468
11021	39415	2431
11022	23783	38332
11023	26148	671
11024	45348	42755
11025	46362 50265	50361
11026	1233	6179
11027	51477	32425
11028	56210	247
11029	20051 25034 48269 42871 24800	46106
11030	32531	54120
11031	4492 46167 1025 40414	31620
11032	32350 35110	32331
11033	9827	40009
11034	25857	19914
11035	53368	37655
11036	29471 37487 3719 7151	13261
11037	41810	51159
11038	37244 24846 28920 1068 54140 14122 22645 51556 53963 15766 53881 49745 23935 42565 11096 38082 25877 20047	50828
11039	7027 47825 33641 51373 42519 20391 51522 24567 21405 54523 26884	35540
11040	5406	11945
11041	9354 5490	36929
11042	41059 17383	47072
11043	17864 50741 55821 43483 47108 2647	7802
11044	43969	15094
11045	15596 12611	15190
11046	1233 3899	5254
11047	54462	30959
11048	14914	7158
11049	12469	49161
11050	43372	42122
11051	24931 14638	15092
11052	8815	53972
11053	51455	39121
11054	42518 3268	36920
11055	34504	52097
11056	4086	48801
11057	48223 13155 31709 52336 998 6231 3960 21311 45598 46276	8380
11058	31203 23180	45171
11059	20766	42688
11060	10786	6418
11061	12103	26323
11062	10337 47123	54427
11063	42184 22206	41056
11064	47751 1788 36533 17690 40776 35540 31581	1112
